x1,x2,class
0.6829834923618335,2.62385292244784,0
1.722354924803665,2.620147595717256,0
0.6902965346044767,2.4711994456921738,0
0.20416925272983755,2.2380511217536236,0
1.8085956300234565,2.617182545013779,0
0.7448089566108957,2.9820964888678416,0
0.4479224147313388,3.5303336834074734,0
0.9743164169600982,1.373313642789883,0
0.9374676417738615,1.9682583007870318,0
1.3643540996532089,2.692557805908948,0
2.144215187558984,3.070462930923733,1
1.421810730863847,1.7354127384086033,1
1.5791551582027321,1.6588701790858538,1
1.2006499473647123,2.76443256811144,1
1.7459483265359401,2.0680603253594736,1
1.5774769627912657,0.9405376912188486,1
1.7912148305402054,2.474894996679917,1
0.7968442708899091,1.5318650397729678,1
1.1834823580324199,1.8263333551600858,1
1.5926470437160927,3.143232251900522,1
