f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,target
50,218.5939300806761,273536,0.1045751633986928,4,0.4450261780104712,0.2745314222712238,0.4443336656696577,5.97014925373134,0.3002979145978153,0.0,0,49,0.1000000007784152,0
32,276.7710049423393,173314,0.2246835443037974,11,0.4450261780104712,0.4391025641025641,0.4443336656696577,5.97014925373134,0.3002979145978153,0.0,0,60,0.2444179815421256,0
38,218.5939300806761,28887,0.0324909747292418,7,0.4450261780104712,0.2745314222712238,0.4443336656696577,25.606720597386428,0.3002979145978153,0.0,0,50,0.2444179815421256,0
19,218.5939300806761,427862,0.179322429906542,10,0.0491270807957775,0.0449871465295629,0.0094991364421416,25.606720597386428,0.3002979145978153,0.0,0,35,0.2444179815421256,0
44,218.5939300806761,109339,0.0324909747292418,7,0.0988372093023255,0.1157205240174672,0.0665813060179257,5.97014925373134,0.1135902636916835,0.0,0,46,0.1851851851854598,0
44,218.5939300806761,169397,0.1718170580964153,9,0.4450261780104712,0.2415730337078651,0.4443336656696577,25.606720597386428,0.3002979145978153,0.0,0,40,0.2444179815421256,1
26,276.7710049423393,227858,0.179322429906542,10,0.0491270807957775,0.0449871465295629,0.1030240902101486,25.606720597386428,0.1135902636916835,0.0,0,48,0.2444179815421256,0
47,218.5939300806761,30840,0.5463659147869674,14,0.0988372093023255,0.4391025641025641,0.1030240902101486,25.606720597386428,0.3002979145978153,0.0,0,40,0.2444179815421256,1
57,218.5939300806761,210688,0.1718170580964153,9,0.4450261780104712,0.4391025641025641,0.4443336656696577,25.606720597386428,0.3002979145978153,0.0,0,15,0.2444179815421256,0
28,273.6486486486486,70100,0.4082457558609539,13,0.0491270807957775,0.4391025641025641,0.1030240902101486,25.606720597386428,0.3002979145978153,0.0,0,20,0.2444179815421256,0
43,386.47342995169083,144778,0.4082457558609539,13,0.0491270807957775,0.4822222222222222,0.1030240902101486,25.606720597386428,0.3002979145978153,0.0,0,40,0.2444179815421256,1
33,218.5939300806761,111363,0.4082457558609539,13,0.4450261780104712,0.4822222222222222,0.4443336656696577,25.606720597386428,0.3002979145978153,0.0,0,40,0.2444179815421256,1
26,218.5939300806761,261278,0.179322429906542,10,0.0663900414937759,0.2745314222712238,0.0230414746543778,12.46498599439775,0.3002979145978153,0.0,0,30,0.2444179815421256,0
51,263.69168356997966,133050,0.179322429906542,10,0.4450261780104712,0.4822222222222222,0.4443336656696577,12.46498599439775,0.3002979145978153,0.0,0,40,0.2444179815421256,1
50,276.7710049423393,174752,0.1718170580964153,9,0.0988372093023255,0.0938967136150234,0.1030240902101486,25.606720597386428,0.3002979145978153,0.0,0,40,0.2444179815421256,0
62,218.5939300806761,121319,0.4082457558609539,13,0.4450261780104712,,0.4443336656696577,25.606720597386428,0.3002979145978153,3103.0,0,40,0.2444179815421256,1
39,218.5939300806761,31670,0.1718170580964153,9,0.4450261780104712,0.0938967136150234,0.4443336656696577,25.606720597386428,0.3002979145978153,0.0,0,65,0.2444179815421256,0
17,218.5939300806761,220384,0.0324909747292418,7,0.0491270807957775,0.131370328425821,0.0094991364421416,25.606720597386428,0.3002979145978153,0.0,0,15,0.2444179815421256,0
19,114.41647597254,423863,0.179322429906542,10,0.0491270807957775,0.11441647597254,0.0094991364421416,25.606720597386428,0.1135902636916835,0.0,0,35,0.2444179815421256,0
38,218.5939300806761,132879,0.4082457558609539,13,0.4450261780104712,0.4822222222222222,0.4443336656696577,25.606720597386428,0.3002979145978153,0.0,0,40,0.2444179815421256,1
19,114.41647597254,860348,0.179322429906542,10,0.0491270807957775,0.11441647597254,0.0094991364421416,12.46498599439775,0.1135902636916835,0.0,0,25,0.2444179815421256,0
32,218.5939300806761,385959,0.1718170580964153,9,0.0491270807957775,0.2415730337078651,0.0094991364421416,25.606720597386428,0.3002979145978153,0.0,0,50,0.2444179815421256,0
47,273.6486486486486,156417,0.179322429906542,10,0.0988372093023255,0.4391025641025641,0.0665813060179257,25.606720597386428,0.3002979145978153,0.0,0,20,0.2444179815421256,0
53,218.5939300806761,167170,0.1718170580964153,9,0.0663716814159292,,0.1030240902101486,12.46498599439775,0.1135902636916835,0.0,0,40,0.2444179815421256,0
26,218.5939300806761,125680,0.4082457558609539,13,0.0491270807957775,0.4391025641025641,0.1030240902101486,20.62780269058296,0.3002979145978153,0.0,0,16,0.2307692809309024,0
76,114.41647597254,152802,0.179322429906542,10,0.4450261780104712,0.11441647597254,0.4443336656696577,25.606720597386428,0.3002979145978153,0.0,0,8,0.2444179815421256,0
57,218.5939300806761,163047,0.1718170580964153,9,0.4450261780104712,0.4822222222222222,0.484375,25.606720597386428,0.1135902636916835,0.0,0,38,0.2444179815421256,0
40,218.5939300806761,181015,0.1718170580964153,9,0.0663900414937759,0.0449871465295629,0.0665813060179257,25.606720597386428,0.1135902636916835,0.0,0,47,0.2444179815421256,0
54,218.5939300806761,285854,0.1718170580964153,9,0.4450261780104712,,0.4443336656696577,25.606720597386428,0.3002979145978153,0.0,0,40,0.2444179815421256,1
