f1,f2,target
1.1470579139644728,1.0477031808280897,0
0.7330637172852974,0.4977705363672711,0
1.1841459851801253,1.6306805886226574,0
1.4097912093436422,1.738476271707118,0
0.9295294597437763,0.5814253559299005,0
1.0517997240831445,1.183634110878059,0
1.2624708716776194,2.1020927821530218,0
1.0902031121642701,1.1139041188132002,0
0.9375732340004131,0.6665618063554983,0
1.14949963054582,1.1502816806028475,0
1.1679813159079178,1.3189034822485808,0
0.708859202483094,0.5424290616805287,0
0.6358277184548609,0.745804807271943,0
0.6434163061529847,0.6204654514414638,0
1.118776938437328,1.1519763126478164,0
0.9732936136034309,-0.7806824504813901,1
-0.011696159432511788,-0.04073905598353078,1
0.8115365399256437,0.9467037809445464,0
1.0696517325275903,1.4343911497576578,0
1.0175498345823966,0.7263503677396989,0
1.452700130614859,1.7386954519249536,0
0.6223203627021032,1.0274392521762077,0
0.9943195123986769,1.1943633109221958,0
0.512742288868528,-0.22698916440063455,0
1.2085917107208688,1.4924435234483353,0
1.2929856345934274,1.102016956916624,0
0.8641064963364402,0.8173033776695457,0
1.0925085335532594,0.9839737582099345,0
1.1580196077506897,1.6049300391977748,0
1.3371457625481917,2.6452814379034093,0
0.9437138119092475,0.817076291844195,0
1.5319005536656942,1.8504406845797576,0
1.0100773223674369,0.9225986636729845,0
0.9409786460655528,1.495818772554619,0
0.9982186410245211,0.5893918504145355,0
1.2414794866194203,1.7809695740125466,0
1.1568163849308761,1.1919650613868178,0
0.4331175233298623,0.23177845828711685,0
0.4365488265102624,0.1412694520196166,0
0.5587601912674267,0.2369831019158476,0
1.141961753150906,0.9930153749587967,0
0.7277057708016776,-0.5606205916249929,0
1.5218785444500098,2.459076929596795,0
1.1893508233120078,1.658487952765834,0
0.9792073889808952,0.9908488240102661,0
1.2523593645842115,1.1456461984536785,0
1.4082961721101714,1.7202583126515953,0
1.26663001465726,1.4728861321758016,0
1.0519371841665102,0.8461240511998368,0
1.1461757304701787,1.3262670408761588,0
0.8262444474742189,-0.04865089866312866,0
1.1538270374644028,1.0470040920248842,0
1.4274973591687496,2.4043461848457,0
1.4394006916656865,2.4429326698679903,0
1.1162867404005479,1.315510500620108,0
1.2033864328203494,1.5643852504926803,0
0.7988588945622468,0.9601617996407547,0
0.7383100514061126,0.31898203032184635,0
0.8993040275592449,0.9010907213603037,0
0.774376354992448,0.42838930288811106,0
0.8770887850418743,1.4225053165369397,0
0.7728274324992842,-1.2842239704982532,1
0.7992773243283613,0.6398819116774181,0
1.8962557774873936,3.141592801092318,0
1.0537023416972795,1.871179392315462,0
1.1965001934170398,1.8298242739247534,0
0.41131975956583156,-0.621274882151094,0
1.2062256419254356,1.564894166902564,0
1.2813700074862233,1.3823250997162209,0
0.44422934134664704,-0.6967677725265362,0
0.7912363476074057,-0.20020132904776555,0
0.8881049475785521,0.49829844170706183,0
0.13551546773745848,0.2092622210878572,1
0.9799889765170068,1.5625955661313187,0
1.1453724662083848,0.9293127539011888,0
0.8701700047203432,-0.9596112256910653,1
1.4206752698617278,1.8364541194188204,0
1.3710375341293564,2.057129596124212,0
1.2832858292708655,1.555771331341401,0
0.7057709471528044,0.011092677593137368,0
0.8415037222529227,0.3398277781755752,0
0.6410974227332564,0.6577418713340273,0
0.8514971172312362,0.5212315269462751,0
0.8272813262521836,0.6343204266648292,0
1.240726497795142,2.1861733241925467,0
1.1371794645282518,1.9185720056465216,0
0.8683508700898064,1.0141285678811374,0
0.7371507851334951,0.8081660747654285,0
0.4301346504103475,0.20226337439302844,0
0.8211437496978337,0.4850353194440409,0
1.6231150618765162,2.705769710768057,0
0.9126686187115635,0.9345567004683385,0
0.8864986641164084,0.7960190814796841,0
0.7992405305248731,0.8433645818863338,1
0.8610398999136425,0.5931285038910679,0
0.9024497189918929,-0.7085966917005968,1
0.8616917905206304,0.4952026920746444,0
1.22678830905378,1.0321737213809046,0
0.844026218823196,0.870083044477864,0
1.3249451662247136,1.602421827554533,0
1.4549646251639805,2.1792931348828226,0
0.6516662782787976,0.7342698954552203,0
1.4770447724386297,2.3686658410856087,0
1.317031251738448,2.2716781056193036,0
1.039343415023347,0.9182986233120529,0
1.3639330283776268,1.990669362040026,0
0.9562410779599619,1.4355238106563963,0
1.1862879184501238,1.8979663802723175,0
1.2675212319147033,1.2088226130023019,0
0.8196298531444115,0.6074187592489584,0
1.609594270104384,2.12479626808544,0
1.319008576232393,1.1800726677743332,0
0.9336811410358289,1.0504032321926717,0
0.9005009440965732,1.241261711413812,0
1.2475745353667658,1.4746924283525413,0
1.1976113855166934,2.19883123319656,0
1.0305642321505146,1.1260360330545363,0
